employee_id,date,status
1288,2024-01-04,Absent
1288,2024-01-05,Present
1288,2024-01-06,Work From Home
1288,2024-01-07,Absent
1288,2024-01-08,Present
1288,2024-01-09,Work From Home
1288,2024-01-10,Work From Home
1289,2024-01-01,Absent
1289,2024-01-02,Work From Home
1289,2024-01-03,Absent
1289,2024-01-04,Work From Home
1289,2024-01-05,Work From Home
1289,2024-01-06,Present
1289,2024-01-07,Absent
1289,2024-01-08,Absent
1289,2024-01-09,Present
1289,2024-01-10,Work From Home
1290,2024-01-01,Work From Home
1290,2024-01-02,Present
1290,2024-01-03,Present
1290,2024-01-04,Present
1290,2024-01-05,Work From Home
1290,2024-01-06,Absent
1290,2024-01-07,Absent
1290,2024-01-08,Work From Home
1290,2024-01-09,Absent
1290,2024-01-10,Work From Home
1291,2024-01-01,Absent
1291,2024-01-02,Present
1291,2024-01-03,Work From Home
1291,2024-01-04,Absent
1291,2024-01-05,Present
1291,2024-01-06,Present
1291,2024-01-07,Work From Home
1291,2024-01-08,Work From Home
1291,2024-01-09,Absent
1291,2024-01-10,Present
1292,2024-01-01,Work From Home
1292,2024-01-02,Present
1292,2024-01-03,Present
1292,2024-01-04,Present
1292,2024-01-05,Absent
1292,2024-01-06,Absent
1292,2024-01-07,Present
1292,2024-01-08,Present
1292,2024-01-09,Absent
1292,2024-01-10,Work From Home
1293,2024-01-01,Present
1293,2024-01-02,Work From Home
1293,2024-01-03,Absent
1293,2024-01-04,Present
1293,2024-01-05,Present
1293,2024-01-06,Absent
1293,2024-01-07,Present
1293,2024-01-08,Work From Home
1293,2024-01-09,Absent
1293,2024-01-10,Absent
1294,2024-01-01,Work From Home
1294,2024-01-02,Absent
1294,2024-01-03,Absent
1294,2024-01-04,Absent
1294,2024-01-05,Work From Home
1294,2024-01-06,Absent
1294,2024-01-07,Absent
1294,2024-01-08,Absent
1294,2024-01-09,Absent
1294,2024-01-10,Absent
1295,2024-01-01,Absent
1295,2024-01-02,Absent
1295,2024-01-03,Absent
1295,2024-01-04,Work From Home
1295,2024-01-05,Work From Home
1295,2024-01-06,Absent
1295,2024-01-07,Absent
1295,2024-01-08,Work From Home
1295,2024-01-09,Work From Home
1295,2024-01-10,Present
1296,2024-01-01,Absent
1296,2024-01-02,Present
1296,2024-01-03,Work From Home
1296,2024-01-04,Work From Home
1296,2024-01-05,Absent
1296,2024-01-06,Work From Home
1296,2024-01-07,Absent
1296,2024-01-08,Work From Home
1296,2024-01-09,Present
1296,2024-01-10,Absent
1297,2024-01-01,Absent
1297,2024-01-02,Present
1297,2024-01-03,Absent
1297,2024-01-04,Work From Home
1297,2024-01-05,Work From Home
1297,2024-01-06,Present
1297,2024-01-07,Present
1297,2024-01-08,Work From Home
1297,2024-01-09,Absent
1297,2024-01-10,Present
1298,2024-01-01,Work From Home
1298,2024-01-02,Present
1298,2024-01-03,Absent
1298,2024-01-04,Absent
1298,2024-01-05,Present
1298,2024-01-06,Work From Home
1298,2024-01-07,Absent
1298,2024-01-08,Present
1298,2024-01-09,Present
1298,2024-01-10,Absent
1299,2024-01-01,Present
1299,2024-01-02,Present
1299,2024-01-03,Absent
1299,2024-01-04,Absent
1299,2024-01-05,Absent
1299,2024-01-06,Absent
1299,2024-01-07,Work From Home
1299,2024-01-08,Absent
1299,2024-01-09,Work From Home
1299,2024-01-10,Present
1300,2024-01-01,Present
1300,2024-01-02,Absent
1300,2024-01-03,Present
1300,2024-01-04,Absent
1300,2024-01-05,Absent
1300,2024-01-06,Absent
1300,2024-01-07,Work From Home
1300,2024-01-08,Present
1300,2024-01-09,Work From Home
1300,2024-01-10,Work From Home
1301,2024-01-01,Work From Home
1301,2024-01-02,Work From Home
1301,2024-01-03,Work From Home
1301,2024-01-04,Work From Home
1301,2024-01-05,Present
1301,2024-01-06,Present
1301,2024-01-07,Absent
1301,2024-01-08,Absent
1301,2024-01-09,Absent
1301,2024-01-10,Absent
1302,2024-01-01,Present
1302,2024-01-02,Present
1302,2024-01-03,Work From Home
1302,2024-01-04,Work From Home
1302,2024-01-05,Absent
1302,2024-01-06,Present
1302,2024-01-07,Work From Home
1302,2024-01-08,Absent
1302,2024-01-09,Work From Home
1302,2024-01-10,Absent
1303,2024-01-01,Present
1303,2024-01-02,Absent
1303,2024-01-03,Present
1303,2024-01-04,Present
1303,2024-01-05,Absent
1303,2024-01-06,Work From Home
1303,2024-01-07,Absent
1303,2024-01-08,Present
1303,2024-01-09,Present
1303,2024-01-10,Present
1304,2024-01-01,Work From Home
1304,2024-01-02,Work From Home
1304,2024-01-03,Work From Home
1304,2024-01-04,Work From Home
1304,2024-01-05,Work From Home
1304,2024-01-06,Work From Home
1304,2024-01-07,Work From Home
1304,2024-01-08,Absent
1304,2024-01-09,Present
1304,2024-01-10,Present
1305,2024-01-01,Work From Home
1305,2024-01-02,Absent
1305,2024-01-03,Present
1305,2024-01-04,Work From Home
1305,2024-01-05,Present
1305,2024-01-06,Absent
1305,2024-01-07,Present
1305,2024-01-08,Absent
1305,2024-01-09,Present
1305,2024-01-10,Present
1306,2024-01-01,Present
1306,2024-01-02,Work From Home
1306,2024-01-03,Present
1306,2024-01-04,Work From Home
1306,2024-01-05,Work From Home
1306,2024-01-06,Absent
1306,2024-01-07,Work From Home
1306,2024-01-08,Work From Home
1306,2024-01-09,Absent
1306,2024-01-10,Absent
1307,2024-01-01,Work From Home
1307,2024-01-02,Work From Home
1307,2024-01-03,Absent
1307,2024-01-04,Present
1307,2024-01-05,Present
1307,2024-01-06,Absent
1307,2024-01-07,Absent
1307,2024-01-08,Present
1307,2024-01-09,Work From Home
1307,2024-01-10,Present
1308,2024-01-01,Absent
1308,2024-01-02,Work From Home
1308,2024-01-03,Work From Home
1308,2024-01-04,Absent
1308,2024-01-05,Absent
1308,2024-01-06,Present
1308,2024-01-07,Work From Home
1308,2024-01-08,Present
1308,2024-01-09,Work From Home
1308,2024-01-10,Work From Home
1309,2024-01-01,Work From Home
1309,2024-01-02,Work From Home
1309,2024-01-03,Present
1309,2024-01-04,Present
1309,2024-01-05,Present
1309,2024-01-06,Absent
1309,2024-01-07,Work From Home
1309,2024-01-08,Work From Home
1309,2024-01-09,Work From Home
1309,2024-01-10,Absent
1310,2024-01-01,Present
1310,2024-01-02,Work From Home
1310,2024-01-03,Work From Home
1310,2024-01-04,Absent
1310,2024-01-05,Present
1310,2024-01-06,Present
1310,2024-01-07,Present
1310,2024-01-08,Absent
1310,2024-01-09,Work From Home
1310,2024-01-10,Work From Home
1311,2024-01-01,Work From Home
1311,2024-01-02,Work From Home
1311,2024-01-03,Present
1311,2024-01-04,Absent
1311,2024-01-05,Absent
1311,2024-01-06,Absent
1311,2024-01-07,Present
1311,2024-01-08,Present
1311,2024-01-09,Work From Home
1311,2024-01-10,Present
1312,2024-01-01,Present
1312,2024-01-02,Absent
1312,2024-01-03,Work From Home
1312,2024-01-04,Work From Home
1312,2024-01-05,Absent
1312,2024-01-06,Work From Home
1312,2024-01-07,Present
1312,2024-01-08,Work From Home
1312,2024-01-09,Work From Home
1312,2024-01-10,Absent
1313,2024-01-01,Present
1313,2024-01-02,Absent
1313,2024-01-03,Work From Home
1313,2024-01-04,Work From Home
1313,2024-01-05,Work From Home
1313,2024-01-06,Work From Home
1313,2024-01-07,Absent
1313,2024-01-08,Absent
1313,2024-01-09,Present
1313,2024-01-10,Present
1314,2024-01-01,Present
1314,2024-01-02,Absent
1314,2024-01-03,Absent
1314,2024-01-04,Absent
1314,2024-01-05,Work From Home
1314,2024-01-06,Absent
1314,2024-01-07,Work From Home
1314,2024-01-08,Absent
1314,2024-01-09,Work From Home
1314,2024-01-10,Work From Home
1315,2024-01-01,Present
1315,2024-01-02,Present
1315,2024-01-03,Absent
1315,2024-01-04,Absent
1315,2024-01-05,Absent
1315,2024-01-06,Work From Home
1315,2024-01-07,Work From Home
1315,2024-01-08,Work From Home
1315,2024-01-09,Present
1315,2024-01-10,Work From Home
1316,2024-01-01,Absent
1316,2024-01-02,Work From Home
1316,2024-01-03,Absent
1316,2024-01-04,Work From Home
1316,2024-01-05,Absent
1316,2024-01-06,Present
1316,2024-01-07,Work From Home
1316,2024-01-08,Present
1316,2024-01-09,Present
1316,2024-01-10,Present
1317,2024-01-01,Work From Home
1317,2024-01-02,Work From Home
1317,2024-01-03,Work From Home
1317,2024-01-04,Present
1317,2024-01-05,Absent
1317,2024-01-06,Absent
1317,2024-01-07,Work From Home
1317,2024-01-08,Absent
1317,2024-01-09,Present
1317,2024-01-10,Work From Home
1318,2024-01-01,Work From Home
1318,2024-01-02,Present
1318,2024-01-03,Present
1318,2024-01-04,Absent
1318,2024-01-05,Work From Home
1318,2024-01-06,Absent
1318,2024-01-07,Absent
1318,2024-01-08,Absent
1318,2024-01-09,Present
1318,2024-01-10,Absent
1319,2024-01-01,Present
1319,2024-01-02,Work From Home
1319,2024-01-03,Present
1319,2024-01-04,Absent
1319,2024-01-05,Work From Home
1319,2024-01-06,Absent
1319,2024-01-07,Absent
1319,2024-01-08,Work From Home
1319,2024-01-09,Absent
1319,2024-01-10,Absent
1320,2024-01-01,Absent
1320,2024-01-02,Present
1320,2024-01-03,Work From Home
1320,2024-01-04,Absent
1320,2024-01-05,Work From Home
1320,2024-01-06,Work From Home
1320,2024-01-07,Work From Home
1320,2024-01-08,Work From Home
1320,2024-01-09,Absent
1320,2024-01-10,Work From Home
1321,2024-01-01,Work From Home
1321,2024-01-02,Work From Home
1321,2024-01-03,Absent
1321,2024-01-04,Present
1321,2024-01-05,Absent
1321,2024-01-06,Work From Home
1321,2024-01-07,Work From Home
1321,2024-01-08,Work From Home
1321,2024-01-09,Absent
1321,2024-01-10,Work From Home
1322,2024-01-01,Work From Home
1322,2024-01-02,Present
1322,2024-01-03,Work From Home
1322,2024-01-04,Absent
1322,2024-01-05,Absent
1322,2024-01-06,Work From Home
1322,2024-01-07,Absent
1322,2024-01-08,Work From Home
1322,2024-01-09,Work From Home
1322,2024-01-10,Absent
1323,2024-01-01,Present
1323,2024-01-02,Work From Home
1323,2024-01-03,Absent
1323,2024-01-04,Work From Home
1323,2024-01-05,Work From Home
1323,2024-01-06,Work From Home
1323,2024-01-07,Absent
1323,2024-01-08,Present
1323,2024-01-09,Absent
1323,2024-01-10,Absent
1324,2024-01-01,Present
1324,2024-01-02,Absent
1324,2024-01-03,Present
1324,2024-01-04,Work From Home
1324,2024-01-05,Present
1324,2024-01-06,Absent
1324,2024-01-07,Present
1324,2024-01-08,Present
1324,2024-01-09,Absent
1324,2024-01-10,Present
1325,2024-01-01,Present
1325,2024-01-02,Absent
1325,2024-01-03,Absent
1325,2024-01-04,Work From Home
1325,2024-01-05,Present
1325,2024-01-06,Work From Home
1325,2024-01-07,Present
1325,2024-01-08,Work From Home
1325,2024-01-09,Work From Home
1325,2024-01-10,Work From Home
1326,2024-01-01,Work From Home
1326,2024-01-02,Present
1326,2024-01-03,Work From Home
1326,2024-01-04,Work From Home
1326,2024-01-05,Absent
1326,2024-01-06,Present
1326,2024-01-07,Absent
1326,2024-01-08,Present
1326,2024-01-09,Absent
1326,2024-01-10,Present
1327,2024-01-01,Work From Home
1327,2024-01-02,Work From Home
1327,2024-01-03,Present
1327,2024-01-04,Work From Home
1327,2024-01-05,Work From Home
1327,2024-01-06,Work From Home
1327,2024-01-07,Absent
1327,2024-01-08,Present
1327,2024-01-09,Work From Home
1327,2024-01-10,Present
1328,2024-01-01,Present
1328,2024-01-02,Work From Home
1328,2024-01-03,Present
1328,2024-01-04,Absent
1328,2024-01-05,Absent
1328,2024-01-06,Work From Home
1328,2024-01-07,Absent
1328,2024-01-08,Present
1328,2024-01-09,Work From Home
1328,2024-01-10,Absent
1329,2024-01-01,Present
1329,2024-01-02,Present
1329,2024-01-03,Present
1329,2024-01-04,Absent
1329,2024-01-05,Absent
1329,2024-01-06,Work From Home
1329,2024-01-07,Absent
1329,2024-01-08,Present
1329,2024-01-09,Present
1329,2024-01-10,Absent
1330,2024-01-01,Absent
1330,2024-01-02,Work From Home
1330,2024-01-03,Work From Home
1330,2024-01-04,Work From Home
1330,2024-01-05,Work From Home
1330,2024-01-06,Present
1330,2024-01-07,Absent
1330,2024-01-08,Present
1330,2024-01-09,Present
1330,2024-01-10,Work From Home
1331,2024-01-01,Work From Home
1331,2024-01-02,Absent
1331,2024-01-03,Present
1331,2024-01-04,Absent
1331,2024-01-05,Work From Home
1331,2024-01-06,Work From Home
1331,2024-01-07,Present
1331,2024-01-08,Present
1331,2024-01-09,Work From Home
1331,2024-01-10,Present
1332,2024-01-01,Present
1332,2024-01-02,Absent
1332,2024-01-03,Absent
1332,2024-01-04,Absent
1332,2024-01-05,Present
1332,2024-01-06,Absent
1332,2024-01-07,Absent
1332,2024-01-08,Present
1332,2024-01-09,Work From Home
1332,2024-01-10,Work From Home
1333,2024-01-01,Work From Home
1333,2024-01-02,Present
1333,2024-01-03,Work From Home
1333,2024-01-04,Absent
1333,2024-01-05,Work From Home
1333,2024-01-06,Present
1333,2024-01-07,Work From Home
1333,2024-01-08,Work From Home
1333,2024-01-09,Work From Home
1333,2024-01-10,Work From Home
1334,2024-01-01,Absent
1334,2024-01-02,Absent
1334,2024-01-03,Absent
1334,2024-01-04,Absent
1334,2024-01-05,Absent
1334,2024-01-06,Work From Home
1334,2024-01-07,Present
1334,2024-01-08,Absent
1334,2024-01-09,Absent
1334,2024-01-10,Absent
1335,2024-01-01,Present
1335,2024-01-02,Work From Home
1335,2024-01-03,Work From Home
1335,2024-01-04,Work From Home
1335,2024-01-05,Work From Home
1335,2024-01-06,Absent
1335,2024-01-07,Work From Home
1335,2024-01-08,Present
1335,2024-01-09,Present
1335,2024-01-10,Absent
1336,2024-01-01,Absent
1336,2024-01-02,Absent
1336,2024-01-03,Work From Home
1336,2024-01-04,Present
1336,2024-01-05,Absent
1336,2024-01-06,Work From Home
1336,2024-01-07,Work From Home
1336,2024-01-08,Present
1336,2024-01-09,Absent
1336,2024-01-10,Absent
1337,2024-01-01,Absent
1337,2024-01-02,Work From Home
1337,2024-01-03,Absent
1337,2024-01-04,Absent
1337,2024-01-05,Work From Home
1337,2024-01-06,Absent
1337,2024-01-07,Present
1337,2024-01-08,Absent
1337,2024-01-09,Present
1337,2024-01-10,Present
1338,2024-01-01,Absent
1338,2024-01-02,Absent
1338,2024-01-03,Absent
1338,2024-01-04,Present
1338,2024-01-05,Present
1338,2024-01-06,Absent
1338,2024-01-07,Absent
1338,2024-01-08,Present
1338,2024-01-09,Present
1338,2024-01-10,Work From Home
1339,2024-01-01,Present
1339,2024-01-02,Absent
1339,2024-01-03,Absent
1339,2024-01-04,Present
1339,2024-01-05,Work From Home
1339,2024-01-06,Work From Home
1339,2024-01-07,Absent
1339,2024-01-08,Absent
1339,2024-01-09,Work From Home
1339,2024-01-10,Present
1340,2024-01-01,Work From Home
1340,2024-01-02,Present
1340,2024-01-03,Work From Home
1340,2024-01-04,Absent
1340,2024-01-05,Present
1340,2024-01-06,Work From Home
1340,2024-01-07,Absent
1340,2024-01-08,Present
1340,2024-01-09,Work From Home
1340,2024-01-10,Work From Home
1341,2024-01-01,Absent
1341,2024-01-02,Present
1341,2024-01-03,Present
1341,2024-01-04,Absent
1341,2024-01-05,Work From Home
1341,2024-01-06,Present
1341,2024-01-07,Work From Home
1341,2024-01-08,Absent
1341,2024-01-09,Absent
1341,2024-01-10,Work From Home
1342,2024-01-01,Work From Home
1342,2024-01-02,Absent
1342,2024-01-03,Work From Home
1342,2024-01-04,Present
1342,2024-01-05,Work From Home
1342,2024-01-06,Absent
1342,2024-01-07,Present
1342,2024-01-08,Present
1342,2024-01-09,Present
1342,2024-01-10,Absent
1343,2024-01-01,Present
1343,2024-01-02,Present
1343,2024-01-03,Absent
1343,2024-01-04,Absent
1343,2024-01-05,Absent
1343,2024-01-06,Work From Home
1343,2024-01-07,Work From Home
1343,2024-01-08,Present
1343,2024-01-09,Present
1343,2024-01-10,Present
1344,2024-01-01,Work From Home
1344,2024-01-02,Absent
1344,2024-01-03,Work From Home
1344,2024-01-04,Work From Home
1344,2024-01-05,Work From Home
1344,2024-01-06,Work From Home
1344,2024-01-07,Present
1344,2024-01-08,Work From Home
1344,2024-01-09,Absent
1344,2024-01-10,Present
1345,2024-01-01,Absent
1345,2024-01-02,Absent
1345,2024-01-03,Absent
1345,2024-01-04,Work From Home
1345,2024-01-05,Work From Home
1345,2024-01-06,Work From Home
1345,2024-01-07,Work From Home
1345,2024-01-08,Work From Home
1345,2024-01-09,Present
1345,2024-01-10,Present
1346,2024-01-01,Work From Home
1346,2024-01-02,Absent
1346,2024-01-03,Absent
1346,2024-01-04,Work From Home
1346,2024-01-05,Absent
1346,2024-01-06,Work From Home
1346,2024-01-07,Absent
1346,2024-01-08,Absent
1346,2024-01-09,Work From Home
1346,2024-01-10,Absent
1347,2024-01-01,Work From Home
1347,2024-01-02,Absent
1347,2024-01-03,Present
1347,2024-01-04,Absent
1347,2024-01-05,Work From Home
1347,2024-01-06,Absent
1347,2024-01-07,Work From Home
1347,2024-01-08,Present
1347,2024-01-09,Absent
1347,2024-01-10,Work From Home
1348,2024-01-01,Absent
1348,2024-01-02,Work From Home
1348,2024-01-03,Work From Home
1348,2024-01-04,Absent
1348,2024-01-05,Absent
1348,2024-01-06,Present
1348,2024-01-07,Work From Home
1348,2024-01-08,Present
1348,2024-01-09,Work From Home
1348,2024-01-10,Work From Home
1349,2024-01-01,Work From Home
1349,2024-01-02,Present
1349,2024-01-03,Work From Home
1349,2024-01-04,Absent
1349,2024-01-05,Present
1349,2024-01-06,Absent
1349,2024-01-07,Work From Home
1349,2024-01-08,Work From Home
1349,2024-01-09,Work From Home
1349,2024-01-10,Present
1350,2024-01-01,Absent
1350,2024-01-02,Present
1350,2024-01-03,Work From Home
1350,2024-01-04,Present
1350,2024-01-05,Present
1350,2024-01-06,Absent
1350,2024-01-07,Present
1350,2024-01-08,Absent
1350,2024-01-09,Absent
1350,2024-01-10,Work From Home
1351,2024-01-01,Absent
1351,2024-01-02,Work From Home
1351,2024-01-03,Work From Home
1351,2024-01-04,Absent
1351,2024-01-05,Absent
1351,2024-01-06,Work From Home
1351,2024-01-07,Absent
1351,2024-01-08,Work From Home
1351,2024-01-09,Absent
1351,2024-01-10,Absent
1352,2024-01-01,Present
1352,2024-01-02,Work From Home
1352,2024-01-03,Work From Home
1352,2024-01-04,Absent
1352,2024-01-05,Work From Home
1352,2024-01-06,Work From Home
1352,2024-01-07,Present
1352,2024-01-08,Present
1352,2024-01-09,Present
1352,2024-01-10,Absent
1353,2024-01-01,Absent
1353,2024-01-02,Work From Home
1353,2024-01-03,Absent
1353,2024-01-04,Absent
1353,2024-01-05,Work From Home
1353,2024-01-06,Work From Home
1353,2024-01-07,Present
1353,2024-01-08,Present
1353,2024-01-09,Present
1353,2024-01-10,Work From Home
1354,2024-01-01,Absent
1354,2024-01-02,Work From Home
1354,2024-01-03,Present
1354,2024-01-04,Absent
1354,2024-01-05,Work From Home
1354,2024-01-06,Absent
1354,2024-01-07,Absent
1354,2024-01-08,Present
1354,2024-01-09,Work From Home
1354,2024-01-10,Present
1355,2024-01-01,Work From Home
1355,2024-01-02,Present
1355,2024-01-03,Work From Home
1355,2024-01-04,Present
1355,2024-01-05,Present
1355,2024-01-06,Present
1355,2024-01-07,Absent
1355,2024-01-08,Work From Home
1355,2024-01-09,Present
1355,2024-01-10,Work From Home
1356,2024-01-01,Present
1356,2024-01-02,Absent
1356,2024-01-03,Absent
1356,2024-01-04,Work From Home
1356,2024-01-05,Work From Home
1356,2024-01-06,Work From Home
1356,2024-01-07,Present
1356,2024-01-08,Absent
1356,2024-01-09,Absent
1356,2024-01-10,Present
1357,2024-01-01,Present
1357,2024-01-02,Work From Home
1357,2024-01-03,Absent
1357,2024-01-04,Present
1357,2024-01-05,Present
1357,2024-01-06,Absent
1357,2024-01-07,Absent
1357,2024-01-08,Absent
1357,2024-01-09,Absent
1357,2024-01-10,Absent
1358,2024-01-01,Absent
1358,2024-01-02,Absent
1358,2024-01-03,Present
1358,2024-01-04,Present
1358,2024-01-05,Absent
1358,2024-01-06,Absent
1358,2024-01-07,Work From Home
1358,2024-01-08,Work From Home
1358,2024-01-09,Work From Home
1358,2024-01-10,Absent
1359,2024-01-01,Work From Home
1359,2024-01-02,Present
1359,2024-01-03,Absent
1359,2024-01-04,Work From Home
1359,2024-01-05,Present
1359,2024-01-06,Work From Home
1359,2024-01-07,Work From Home
1359,2024-01-08,Present
1359,2024-01-09,Work From Home
1359,2024-01-10,Absent
1360,2024-01-01,Present
1360,2024-01-02,Work From Home
1360,2024-01-03,Absent
1360,2024-01-04,Present
1360,2024-01-05,Present
1360,2024-01-06,Absent
1360,2024-01-07,Work From Home
1360,2024-01-08,Absent
1360,2024-01-09,Absent
1360,2024-01-10,Work From Home
1361,2024-01-01,Present
1361,2024-01-02,Present
1361,2024-01-03,Absent
1361,2024-01-04,Work From Home
1361,2024-01-05,Present
1361,2024-01-06,Absent
1361,2024-01-07,Absent
1361,2024-01-08,Present
1361,2024-01-09,Absent
1361,2024-01-10,Absent
1362,2024-01-01,Present
1362,2024-01-02,Absent
1362,2024-01-03,Present
1362,2024-01-04,Work From Home
1362,2024-01-05,Absent
1362,2024-01-06,Present
1362,2024-01-07,Work From Home
1362,2024-01-08,Absent
1362,2024-01-09,Work From Home
1362,2024-01-10,Absent
1363,2024-01-01,Present
1363,2024-01-02,Work From Home
1363,2024-01-03,Absent
1363,2024-01-04,Present
1363,2024-01-05,Absent
1363,2024-01-06,Present
1363,2024-01-07,Present
1363,2024-01-08,Work From Home
1363,2024-01-09,Absent
1363,2024-01-10,Work From Home
1364,2024-01-01,Present
1364,2024-01-02,Absent
1364,2024-01-03,Absent
1364,2024-01-04,Present
1364,2024-01-05,Present
1364,2024-01-06,Present
1364,2024-01-07,Present
1364,2024-01-08,Work From Home
1364,2024-01-09,Present
1364,2024-01-10,Present
1365,2024-01-01,Work From Home
1365,2024-01-02,Present
1365,2024-01-03,Present
1365,2024-01-04,Present
1365,2024-01-05,Present
1365,2024-01-06,Present
1365,2024-01-07,Work From Home
1365,2024-01-08,Absent
1365,2024-01-09,Absent
1365,2024-01-10,Work From Home
1366,2024-01-01,Present
1366,2024-01-02,Work From Home
1366,2024-01-03,Absent
1366,2024-01-04,Present
1366,2024-01-05,Present
1366,2024-01-06,Absent
1366,2024-01-07,Present
1366,2024-01-08,Work From Home
1366,2024-01-09,Present
1366,2024-01-10,Present
1367,2024-01-01,Present
1367,2024-01-02,Work From Home
1367,2024-01-03,Work From Home
1367,2024-01-04,Absent
1367,2024-01-05,Absent
1367,2024-01-06,Absent
1367,2024-01-07,Work From Home
1367,2024-01-08,Work From Home
1367,2024-01-09,Work From Home
1367,2024-01-10,Present
1368,2024-01-01,Absent
1368,2024-01-02,Present
1368,2024-01-03,Present
1368,2024-01-04,Absent
1368,2024-01-05,Present
1368,2024-01-06,Present
1368,2024-01-07,Present
1368,2024-01-08,Absent
1368,2024-01-09,Absent
1368,2024-01-10,Present
1369,2024-01-01,Absent
1369,2024-01-02,Work From Home
1369,2024-01-03,Absent
1369,2024-01-04,Absent
1369,2024-01-05,Absent
1369,2024-01-06,Present
1369,2024-01-07,Absent
1369,2024-01-08,Present
1369,2024-01-09,Absent
1369,2024-01-10,Work From Home
1370,2024-01-01,Absent
1370,2024-01-02,Present
1370,2024-01-03,Absent
1370,2024-01-04,Present
1370,2024-01-05,Absent
1370,2024-01-06,Present
1370,2024-01-07,Work From Home
1370,2024-01-08,Absent
1370,2024-01-09,Absent
1370,2024-01-10,Absent
1371,2024-01-01,Work From Home
1371,2024-01-02,Present
1371,2024-01-03,Present
1371,2024-01-04,Present
1371,2024-01-05,Absent
1371,2024-01-06,Work From Home
1371,2024-01-07,Absent
1371,2024-01-08,Present
1371,2024-01-09,Present
1371,2024-01-10,Present
1372,2024-01-01,Work From Home
1372,2024-01-02,Absent
1372,2024-01-03,Absent
1372,2024-01-04,Work From Home
1372,2024-01-05,Present
1372,2024-01-06,Absent
1372,2024-01-07,Present
1372,2024-01-08,Work From Home
1372,2024-01-09,Work From Home
1372,2024-01-10,Absent
1373,2024-01-01,Absent
1373,2024-01-02,Work From Home
1373,2024-01-03,Absent
1373,2024-01-04,Absent
1373,2024-01-05,Absent
1373,2024-01-06,Present
1373,2024-01-07,Absent
1373,2024-01-08,Present
1373,2024-01-09,Present
1373,2024-01-10,Work From Home
1374,2024-01-01,Work From Home
1374,2024-01-02,Present
1374,2024-01-03,Present
1374,2024-01-04,Work From Home
1374,2024-01-05,Absent
1374,2024-01-06,Present
1374,2024-01-07,Absent
1374,2024-01-08,Present
1374,2024-01-09,Present
1374,2024-01-10,Work From Home
1375,2024-01-01,Absent
1375,2024-01-02,Absent
1375,2024-01-03,Present
1375,2024-01-04,Work From Home
1375,2024-01-05,Absent
1375,2024-01-06,Absent
1375,2024-01-07,Work From Home
1375,2024-01-08,Work From Home
1375,2024-01-09,Work From Home
1375,2024-01-10,Absent
1376,2024-01-01,Work From Home
1376,2024-01-02,Work From Home
1376,2024-01-03,Present
1376,2024-01-04,Work From Home
1376,2024-01-05,Present
1376,2024-01-06,Present
1376,2024-01-07,Work From Home
1376,2024-01-08,Absent
1376,2024-01-09,Work From Home
1376,2024-01-10,Present
1377,2024-01-01,Absent
1377,2024-01-02,Present
1377,2024-01-03,Work From Home
1377,2024-01-04,Absent
1377,2024-01-05,Work From Home
1377,2024-01-06,Absent
1377,2024-01-07,Absent
1377,2024-01-08,Absent
1377,2024-01-09,Absent
1377,2024-01-10,Absent
1378,2024-01-01,Work From Home
1378,2024-01-02,Work From Home
1378,2024-01-03,Absent
1378,2024-01-04,Present
1378,2024-01-05,Work From Home
1378,2024-01-06,Absent
1378,2024-01-07,Present
1378,2024-01-08,Work From Home
1378,2024-01-09,Work From Home
1378,2024-01-10,Absent
1379,2024-01-01,Absent
1379,2024-01-02,Work From Home
1379,2024-01-03,Work From Home
1379,2024-01-04,Work From Home
1379,2024-01-05,Present
1379,2024-01-06,Present
1379,2024-01-07,Present
1379,2024-01-08,Present
1379,2024-01-09,Absent
1379,2024-01-10,Present
1380,2024-01-01,Present
1380,2024-01-02,Present
1380,2024-01-03,Absent
1380,2024-01-04,Work From Home
1380,2024-01-05,Work From Home
1380,2024-01-06,Absent
1380,2024-01-07,Absent
1380,2024-01-08,Work From Home
1380,2024-01-09,Present
1380,2024-01-10,Absent
1381,2024-01-01,Absent
1381,2024-01-02,Absent
1381,2024-01-03,Present
1381,2024-01-04,Work From Home
1381,2024-01-05,Present
1381,2024-01-06,Present
1381,2024-01-07,Work From Home
1381,2024-01-08,Absent
1381,2024-01-09,Present
1381,2024-01-10,Present
1382,2024-01-01,Present
1382,2024-01-02,Absent
1382,2024-01-03,Work From Home
1382,2024-01-04,Work From Home
1382,2024-01-05,Absent
1382,2024-01-06,Absent
1382,2024-01-07,Present
1382,2024-01-08,Present
1382,2024-01-09,Present
1382,2024-01-10,Absent
1383,2024-01-01,Present
1383,2024-01-02,Present
1383,2024-01-03,Work From Home
1383,2024-01-04,Absent
1383,2024-01-05,Present
1383,2024-01-06,Present
1383,2024-01-07,Work From Home
1383,2024-01-08,Present
1383,2024-01-09,Absent
1383,2024-01-10,Work From Home
1384,2024-01-01,Present
1384,2024-01-02,Work From Home
1384,2024-01-03,Absent
1384,2024-01-04,Work From Home
1384,2024-01-05,Present
1384,2024-01-06,Present
1384,2024-01-07,Work From Home
1384,2024-01-08,Present
1384,2024-01-09,Work From Home
1384,2024-01-10,Absent
1385,2024-01-01,Absent
1385,2024-01-02,Absent
1385,2024-01-03,Absent
1385,2024-01-04,Absent
1385,2024-01-05,Present
1385,2024-01-06,Absent
1385,2024-01-07,Present
